brand,usage,condition,type,category,price,trend,colors,cut,pattern,season,text,pilling,damage,stains,holes,smell,material
Odd Molly,Reuse,4,Top,Ladies,50-100,No trend,['None'],['Loose'],Floral print,Summer,Unknown,5,None,No,None,None,100% cotton
Not Applicable,Export,3,Sweater,Ladies,<50,No trend,['Pink'],[],Unknown,Unknown,Unknown,2,None,No,None,None,51%cotton 49%polyester
H&m,Export,3,Blouse,Ladies,<50,No trend,['White'],[],Lace,Unknown,Unknown,4,None,Yes,None,None,100%viscose
Cubus,Reuse,5,Blouse,Ladies,50-100,No trend,['Multicolor'],[],Floral print,Unknown,Unknown,5,None,No,None,None,100%polyester
Gina Tricot,Reuse,5,Blouse,Ladies,50-100,No trend,['Multicolor'],[],Floral print,Unknown,Unknown,5,None,No,None,None,100%polyester
Bikbok,Reuse,4,Top,Ladies,50-100,No trend,['Blue'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%polyester
Na-kd,Reuse,4,Dress,Ladies,50-100,No trend,['Blue'],[],Unknown,Unknown,Unknown,5,None,No,None,None,66%polyester 34%cotton
Not Applicable,Export,3,Shirt,Ladies,<50,No trend,['Black'],[],Glitter,Unknown,Unknown,3,None,No,None,None,72%acryl 28%nylon
Not Applicable,Export,3,Blouse,Ladies,<50,No trend,['Blue'],[],Glitter,Unknown,Unknown,4,None,No,None,None,50%cotton 50%polyester
Kappahl,Export,3,Cardigan,Ladies,<50,No trend,['Pink'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,100%viscose
Not Applicable,Reuse,5,Jacker,Ladies,50-100,No trend,['Multicolor'],[],Geometric print,Unknown,Unknown,5,None,No,None,None,100%polyester
Not Applicable,Export,4,Sweater,Ladies,<50,No trend,['Multicolor'],[],Geometric print,Unknown,Unknown,5,1,No,None,None,100%polyester
Not Applicable,Reuse,5,Shirt,Ladies,50-100,No trend,['Multicolor'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%polyester
Not Applicable,Reuse,5,Blouse,Ladies,50-100,No trend,['Pink'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%viscose
Gina Tricot,Reuse,5,Cardigan,Ladies,50-100,No trend,['Pink'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%acryl
Not Applicable,Export,2,Shirt,Ladies,<50,No trend,['White'],[],Unknown,Unknown,Unknown,3,None,Yes,None,None,100%viscose
Not Applicable,Reuse,4,Top,Ladies,<50,No trend,['White'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%cotton
Not Applicable,Reuse,5,Dress,Ladies,50-100,No trend,['Brown'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%viscose
Not Applicable,Reuse,5,Top,Ladies,50-100,No trend,['Multicolor'],[],Floral print,Unknown,Unknown,5,None,No,None,None,100%polyester
H&m,Export,3,Blouse,Ladies,<50,No trend,['Multicolor'],[],Striped,Unknown,Unknown,5,None,Yes,None,None,100%cotton
Not Applicable,Export,2,Top,Ladies,<50,No trend,['White'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,100%cotton
Not Applicable,Export,3,Shirt,Ladies,<50,No trend,['Grey'],[],Logo print,Unknown,Unknown,3,None,No,None,None,83%cotton 17%acryl
H&m,Reuse,5,Cardigan,Ladies,50-100,No trend,['Multicolor'],[],Geometric print,Unknown,Unknown,5,None,No,None,None,100%polyester
Nike,Reuse,4,Sweater,Ladies,50-100,No trend,['Multicolor'],[],Logo print,Unknown,Unknown,4,None,No,None,None,70%cotton 30%polyester
Cubus,Reuse,4,Blouse,Ladies,<50,No trend,['White'],[],Lace,Unknown,Unknown,4,None,No,None,None,100%viscose
Not Applicable,Reuse,4,T-shirt,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%polyester
Lindex,Reuse,4,T-shirt,Ladies,<50,No trend,['Brown'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%viscose
Not Applicable,Reuse,5,Shirt,Ladies,50-100,No trend,"['Black', 'Grey']",[],Floral print,Unknown,Unknown,5,None,No,None,None,100%nylon
Not Applicable,Export,3,Sweater,Ladies,<50,No trend,['Multicolor'],[],Geometric print,Unknown,Unknown,4,None,Yes,None,None,100%cotton
Not Applicable,Reuse,5,T-shirt,Ladies,50-100,No trend,['Grey'],[],Animal print,Unknown,Unknown,5,None,No,None,None,83%cotton 17%acryl
Not Applicable,Export,2,Shirt,Ladies,<50,No trend,['Green'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,74%cotton 26%wool
Bikbok,Export,2,Sweater,Ladies,<50,No trend,['Yellow'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,35%cotton 65%polyester
Not Applicable,Export,3,Shirt,Ladies,<50,No trend,['Blue'],[],Geometric print,Unknown,Unknown,5,None,Yes,None,None,100%polyester
Not Applicable,Reuse,5,Blazer,Ladies,50-100,No trend,['Multicolor'],[],Checkered print,Unknown,Unknown,5,None,No,None,None,100%viscose
Fbsisters (new Yorker),Export,2,Shirt,Ladies,<50,No trend,['Multicolor'],[],Striped,Unknown,Unknown,5,1,No,None,None,69%acryl 31%cotton
Not Applicable,Export,3,Tank Top,Ladies,<50,No trend,['Black'],[],Logo print,Unknown,Unknown,5,None,Yes,None,None,18%acryl 82%cotton
Not Applicable,Export,3,Shirt,Ladies,<50,No trend,['Red'],[],Unknown,Unknown,Unknown,3,None,Yes,None,None,100%polyester
H&m,Reuse,4,Dress,Ladies,50-100,No trend,['Grey'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%polyester
Vero Moda,Reuse,4,Cardigan,Ladies,50-100,No trend,['Blue'],[],Glitter,Unknown,Unknown,4,None,No,None,None,100%polyester
Bikbok,Reuse,5,Dress,Ladies,100-150,No trend,['Pink'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%polyester
Not Applicable,Reuse,4,Jacker,Ladies,50-100,No trend,['Multicolor'],[],Animal print,Unknown,Unknown,4,None,No,None,None,88%polyester 12%nylon
Not Applicable,Reuse,5,Shirt,Ladies,50-100,No trend,['Multicolor'],[],Animal print,Unknown,Unknown,5,None,No,None,None,100%polyester
Not Applicable,Reuse,5,Blouse,Ladies,50-100,No trend,['Multicolor'],[],Dots,Unknown,Unknown,5,None,No,None,None,100%viscose
Not Applicable,Reuse,5,T-shirt,Ladies,50-100,No trend,['Pink'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%cotton
Not Applicable,Export,2,Top,Ladies,<50,No trend,['Grey'],[],Unknown,Unknown,Unknown,2,None,Yes,None,None,100%cotton
Not Applicable,Export,3,Jacker,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,5,None,Yes,None,None,100%cotton
Not Applicable,Reuse,4,Sweater,Ladies,<50,No trend,['Multicolor'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%cotton
Lindex,Export,2,Top,Ladies,<50,No trend,['Beige'],[],Floral print,Unknown,Unknown,3,None,Yes,None,None,100%cotton
Vans,Reuse,4,Shirt,Ladies,<50,No trend,"['White', 'Black']",[],Logo print,Unknown,Unknown,5,None,No,None,None,100%cotton
Not Applicable,Reuse,4,Blazer,Ladies,100-150,No trend,['Multicolor'],[],Geometric print,Unknown,Unknown,4,None,No,None,None,100%wool
Not Applicable,Reuse,5,Blazer,Ladies,150-250,No trend,['Grey'],[],Unknown,Unknown,Unknown,5,None,No,None,None,50%cotton 50%polyester
Esmara (lidl),Export,4,Shirt,Ladies,<50,No trend,['Green'],[],Unknown,Unknown,Unknown,3,None,No,None,None,39%cotton 61%acryl
Not Applicable,Reuse,4,Sweater,Ladies,50-100,No trend,['Black'],[],Logo print,Unknown,Unknown,5,None,No,None,None,42%cotton 58%polyester
Mexx,Reuse,5,Blouse,Ladies,50-100,No trend,['Multicolor'],[],Floral print,Unknown,Unknown,5,None,No,None,None,100%polyester
Not Applicable,Export,3,Blazer,Ladies,<50,No trend,['Beige'],[],Lace,Unknown,Unknown,4,None,Yes,None,None,30%cotton 50%viscose 20%polyester
Not Applicable,Export,3,Shirt,Ladies,<50,No trend,['Black'],[],Animal print,Unknown,Unknown,3,None,Yes,None,None,100%cotton 
Not Applicable,Reuse,5,T-shirt,Ladies,<50,No trend,['White'],[],Logo print,Unknown,Unknown,5,None,No,None,None,100%cotton 
Not Applicable,Reuse,5,T-shirt,Ladies,<50,No trend,['Grey'],[],Floral print,Unknown,Unknown,5,None,No,None,None,95%cotton 5%viscose
Not Applicable,Export,3,T-shirt,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,5,None,Yes,None,None,100%cotton 
Stockhlm,Reuse,4,Cardigan,Ladies,50-100,No trend,['Multicolor'],[],Glitter,Unknown,Unknown,5,None,No,None,None,83%viscose 17%polyester
Not Applicable,Reuse,5,T-shirt,Ladies,50-100,No trend,['Black'],[],Logo print,Unknown,Unknown,5,None,No,None,None,100%cotton
Gina Tricot,Reuse,5,Blouse,Ladies,50-100,No trend,['Multicolor'],[],Geometric print,Unknown,Unknown,5,None,No,None,None,100%polyester
Not Applicable,Reuse,5,Dress,Ladies,50-100,No trend,['Grey'],[],Glitter,Unknown,Unknown,5,None,No,None,None,100%cotton
Not Applicable,Export,3,T-shirt,Ladies,<50,Sports,['Blue'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,100%polyester
Not Applicable,Reuse,4,Tank Top,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%viscose
Not Applicable,Reuse,4,T-shirt,Ladies,<50,No trend,['Grey'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%cotton
Hamton Republic (kappahl),Reuse,5,Shirt,Ladies,50-100,No trend,"['Red', 'White']",[],Striped,Unknown,Unknown,5,None,No,None,None,100%cotton
Fransa,Reuse,5,Top,Ladies,50-100,No trend,"['White', 'Blue']",[],Dots,Unknown,Unknown,5,None,No,None,None,100%polyester
Gina Tricot,Reuse,5,T-shirt,Ladies,50-100,No trend,['Yellow'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%cotton
Gina Tricot,Reuse,5,Shirt,Ladies,50-100,No trend,['Pink'],[],Unknown,Unknown,Unknown,5,None,No,None,None,73%cotton 27%polyester
Not Applicable,Export,3,Blouse,Ladies,<50,No trend,['Red'],[],Unknown,Unknown,Unknown,3,None,No,None,None,100%viscose
Lindex,Reuse,4,Sweater,Ladies,<50,No trend,['Pink'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%acryl
Vila,Export,3,Cardigan,Ladies,<50,No trend,['Purple'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,82%viscose 18%nylon
Not Applicable,Reuse,4,T-shirt,Ladies,<50,No trend,['White'],[],Logo print,Unknown,Unknown,4,None,No,None,None,100%cotton
Jack And Jones,Export,3,Cardigan,Ladies,<50,No trend,['Grey'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,31%cotton 69%acryl
Not Applicable,Export,2,Top,Ladies,<50,No trend,['Beige'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,95%cotton 5%elastan
Not Applicable,Reuse,4,Sweater,Ladies,100-150,No trend,['Black'],[],Floral print,Unknown,Unknown,4,None,No,None,None,100%cotton 
Alice Bizous (joy),Reuse,5,Shirt,Ladies,50-100,No trend,['Beige'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%cotton 
Not Applicable,Reuse,5,Shirt,Ladies,50-100,No trend,['Brown'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%cotton 
Not Applicable,Reuse,5,Shirt,Ladies,50-100,No trend,"['White', 'Brown']",[],Logo print,Unknown,Unknown,5,None,No,None,None,100%cotton 
Not Applicable,Reuse,4,Dress,Ladies,50-100,No trend,['White'],[],Unknown,Unknown,Unknown,4,None,No,None,None,67%acryl 33%cotton
Not Applicable,Reuse,4,T-shirt,Ladies,<50,No trend,['Orange'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%cotton
Esprit,Export,3,Blouse,Ladies,<50,No trend,['Brown'],[],Unknown,Unknown,Unknown,4,None,No,None,None,67%cotton 33%viscose
Not Applicable,Reuse,4,Shirt,Ladies,<50,No trend,['Red'],[],Unknown,Unknown,Unknown,4,None,No,None,None,74%viscose 26%nylon
Lindex,Export,2,Cardigan,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,4,None,No,None,None,67%acryl 33%cotton
Not Applicable,Reuse,4,Shirt,Ladies,<50,No trend,['Multicolor'],[],Floral print,Unknown,Unknown,4,None,No,None,None,100%polyester
Not Applicable,Reuse,4,Top,Ladies,<50,No trend,['Yellow'],[],Unknown,Unknown,Unknown,4,None,No,None,None,85%cotton 15%acryl
Westerlind,Reuse,4,Shirt,Ladies,<50,No trend,"['Blue', 'White']",[],Striped,Unknown,Unknown,4,None,No,None,None,100%cotton
Not Applicable,Export,2,T-shirt,Ladies,<50,No trend,['Blue'],[],Unknown,Unknown,Unknown,3,None,Yes,None,None,100%cotton
Soya/soyaconcept,Reuse,4,T-shirt,Ladies,<50,No trend,['Beige'],[],Lace,Unknown,Unknown,4,None,No,None,None,100%cotton
Not Applicable,Export,3,T-shirt,Ladies,<50,No trend,['Multicolor'],[],Floral print,Unknown,Unknown,3,None,No,None,None,60%cotton 40%polyester
Not Applicable,Reuse,4,Cardigan,Ladies,<50,No trend,['Black'],[],Lace,Unknown,Unknown,4,None,No,None,None,60%cotton 40%polyester
Kappahl,Reuse,4,Blouse,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,4,None,No,None,None,45%nylon  55%polyester
Not Applicable,Export,3,Top,Ladies,<50,No trend,['Pink'],[],Unknown,Unknown,Unknown,3,1,Yes,None,None,100%polyester
Dressman,Reuse,5,Shirt,Ladies,100-150,No trend,['Multicolor'],[],Checkered print,Unknown,Unknown,5,None,No,None,None,100%cotton
Not Applicable,Reuse,4,Shirt,Ladies,<50,No trend,['Grey'],[],Unknown,Unknown,Unknown,4,None,No,None,None,95%polyester 5%elastan
Not Applicable,Reuse,4,Shirt,Ladies,<50,No trend,['White'],[],Unknown,Unknown,Unknown,4,None,No,None,None,76%acryl 24%nylon
Not Applicable,Reuse,4,Top,Ladies,<50,No trend,['White'],[],Lace,Unknown,Unknown,5,None,No,None,None,100%viscose
Not Applicable,Reuse,5,Shirt,Ladies,50-100,No trend,['Purple'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%cotton
Not Applicable,Export,3,T-shirt,Ladies,<50,No trend,['White'],[],Floral print,Unknown,Unknown,5,None,Yes,None,None,100%cotton
Acne,Reuse,4,Shirt,Ladies,50-100,No trend,['Blue'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%cotton
Not Applicable,Reuse,5,Dress,Ladies,50-100,No trend,"['White', 'Black']",[],Striped,Unknown,Unknown,5,None,No,None,None,100%polyester
Not Applicable,Reuse,4,Shirt,Ladies,<50,No trend,"['White', 'Blue']",[],Striped,Unknown,Unknown,4,None,No,None,None,95%cotton 5%elastan
Vero Moda,Export,4,Cardigan,Ladies,<50,No trend,['Grey'],[],Unknown,Unknown,Unknown,3,None,No,None,None,95%acryl 5%nylon
Not Applicable,Export,2,Jacker,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,100%cotton
Busnel,Reuse,5,Cardigan,Ladies,100-150,No trend,['Black'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%wool
Not Applicable,Export,2,Cardigan,Ladies,<50,No trend,['Brown'],[],Unknown,Unknown,Unknown,3,3,Yes,None,None,35%wool 65%acryl
Park Lane,Export,3,Shirt,Ladies,<50,No trend,['Brown'],[],Unknown,Unknown,Unknown,5,None,Yes,None,None,100%cotton
Not Applicable,Export,2,Sweater,Ladies,<50,No trend,['Blue'],[],Unknown,Unknown,Unknown,2,None,No,None,None,100%cotton
Not Applicable,Reuse,4,Sweater,Ladies,<50,No trend,['Brown'],[],Unknown,Unknown,Unknown,4,None,No,None,None,53%acryl 47%cotton
Not Applicable,Export,2,Top,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,2,None,Yes,None,None,100%polyester
Not Applicable,Reuse,4,T-shirt,Ladies,<50,No trend,['Pink'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%cotton
Indiska,Export,3,Dress,Ladies,<50,No trend,['Multicolor'],[],Floral print,Unknown,Unknown,3,None,No,None,None,100%viscose
Not Applicable,Reuse,4,T-shirt,Ladies,<50,No trend,['White'],[],Geometric print,Unknown,Unknown,4,None,No,None,None,100%cotton
Not Applicable,Reuse,4,T-shirt,Ladies,<50,No trend,['Pink'],[],Dots,Unknown,Unknown,5,None,No,None,None,100%cotton
Adidas,Reuse,4,Top,Ladies,<50,No trend,['Black'],[],Logo print,Unknown,Unknown,5,None,No,None,None,72%cotton 28%polyester
Not Applicable,Export,2,Blouse,Ladies,<50,No trend,['Black'],[],Dots,Unknown,Unknown,2,None,No,None,None,100%polyester
Not Applicable,Export,3,Shirt,Ladies,<50,No trend,['White'],[],Unknown,Unknown,Unknown,3,None,No,None,None,80%viscose 20%nylon
Not Applicable,Export,3,Sweater,Ladies,<50,No trend,['Orange'],[],Unknown,Unknown,Unknown,3,None,No,None,None,70%polyester 30%cotton
Not Applicable,Export,3,Sweater,Ladies,<50,No trend,['Brown'],[],Logo print,Unknown,Unknown,4,None,Yes,None,None,100%cotton
Kappahl,Reuse,5,Blouse,Ladies,50-100,No trend,['Pink'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%polyester
Not Applicable,Export,2,Cardigan,Ladies,<50,No trend,['Blue'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,100%viscose
Not Applicable,Reuse,4,Top,Ladies,<50,No trend,['Red'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%cotton
Miss Milla,Reuse,4,Blouse,Ladies,<50,No trend,"['White', 'Black']",[],Animal print,Unknown,Unknown,5,None,No,None,None,100%polyester
H&m,Export,2,Shirt,Ladies,<50,No trend,['Red'],[],Unknown,Unknown,Unknown,3,None,Yes,None,None,100%viscose
Not Applicable,Export,2,Top,Ladies,<50,No trend,['Green'],[],Unknown,Unknown,Unknown,2,None,Yes,None,None,100%viscose
Betty Barkley,Reuse,5,Shirt,Ladies,50-100,No trend,['Beige'],[],Glitter,Unknown,Unknown,5,None,No,None,None,100%viscose
Not Applicable,Export,3,T-shirt,Ladies,<50,No trend,['Blue'],[],Striped,Unknown,Unknown,3,None,Yes,None,None,59%polyester 41%cotton
Betty Barkley,Export,3,Sweater,Ladies,50-100,No trend,['Green'],[],Unknown,Unknown,Unknown,3,None,No,None,None,50%wool 50%acryl
Logg (h&m),Export,2,T-shirt,Ladies,<50,No trend,['Blue'],[],Floral print,Unknown,Unknown,4,None,No,None,None,100%cotton
Not Applicable,Export,3,Sweater,Ladies,<50,No trend,['Green'],[],Unknown,Unknown,Unknown,3,None,No,None,None,100%acryl
Ralph Lauren,Export,2,Sweater,Ladies,<50,No trend,['Grey'],[],Logo print,Unknown,Unknown,2,None,No,None,None,100%cotton
Not Applicable,Export,2,Sweater,Ladies,<50,No trend,"['Blue', 'White']",[],Striped,Unknown,Unknown,4,None,Yes,None,None,100%cotton
Frk,Export,3,Top,Ladies,<50,No trend,['Pink'],[],Unknown,Unknown,Unknown,4,1,No,None,None,100%cotton
Not Applicable,Reuse,4,Shirt,Ladies,50-100,No trend,"['Pink', 'White']",[],Checkered print,Unknown,Unknown,4,None,No,None,None,100%cotton
Not Applicable,Reuse,5,Shirt,Ladies,50-100,No trend,['Blue'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%polyester
Not Applicable,Export,2,T-shirt,Ladies,<50,No trend,['Blue'],['V-collar'],Unknown,Unknown,Unknown,4,None,No,None,None,100%cotton
Not Applicable,Export,3,Top,Ladies,<50,No trend,['Multicolor'],[],Floral print,Unknown,Unknown,4,None,Yes,None,None,90%polyamide 10%elastan
Free Quent,Export,3,Top,Ladies,<50,No trend,['Blue'],[],Unknown,Unknown,Unknown,3,None,No,None,None,100%viscose
Not Applicable,Export,1,Cardigan,Ladies,<50,No trend,['Beige'],[],Unknown,Unknown,Unknown,4,1,Yes,None,None,100%cotton
Esprit,Reuse,4,Sweater,Ladies,50-100,No trend,['Brown'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%acryl
Mexx,Reuse,5,Shirt,Ladies,50-100,No trend,"['White', 'Black']",[],Striped,Unknown,Unknown,5,None,No,None,None,75%cotton 23%polyamide 2%elastan
Not Applicable,Export,3,Top,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,3,None,No,None,None,81%cotton 19%acryl
Not Applicable,Export,2,Top,Ladies,<50,No trend,"['Red', 'White']",[],Striped,Unknown,Unknown,4,None,Yes,None,None,85%cotton 15%acryl
Not Applicable,Reuse,4,Shirt,Ladies,<50,No trend,['Multicolor'],[],Dots,Unknown,Unknown,4,None,No,None,None,100%cotton 
Not Applicable,Reuse,4,Top,Ladies,<50,No trend,"['White', 'Black']",[],Geometric print,Unknown,Unknown,5,None,No,None,None,100%polyester
Lager 157,Reuse,4,T-shirt,Ladies,<50,No trend,"['White', 'Black']",[],Striped,Unknown,Unknown,5,None,No,None,None,100%viscose
Cellbes,Reuse,4,T-shirt,Ladies,<50,No trend,['Pink'],[],Unknown,Unknown,Unknown,4,None,No,None,None,60%viscose 40%cotton
Not Applicable,Reuse,5,Top,Ladies,50-100,No trend,['Pink'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%viscose 
Not Applicable,Export,3,Top,Ladies,<50,No trend,['Grey'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,55%cotton 45%polyester
Lager 157,Reuse,5,Dress,Ladies,<50,No trend,['Grey'],[],Unknown,Unknown,Unknown,5,None,No,None,None,95%cotton 5%viscose
Bikbok,Reuse,5,Dress,Ladies,50-100,No trend,['Black'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%viscose
Miss Milla,Reuse,5,Shirt,Ladies,50-100,No trend,['Blue'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%cotton
Kappahl,Export,3,Sweater,Ladies,<50,No trend,"['Black', 'White']",[],Striped,Unknown,Unknown,3,None,No,None,None,29%cotton 71%acryl
Lager 157,Export,3,T-shirt,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%cotton
Logg (h&m),Export,2,Shirt,Ladies,<50,No trend,['White'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,100%cotton
Not Applicable,Export,3,Top,Ladies,<50,No trend,['White'],[],Logo print,Unknown,Unknown,3,None,No,None,None,100%cotton
Kappahl,Reuse,4,Blouse,Ladies,<50,No trend,"['White', 'Black']",[],Floral print,Unknown,Unknown,4,None,No,None,None,100%polyester
Not Applicable,Reuse,5,T-shirt,Ladies,50-100,No trend,['White'],[],Logo print,Unknown,Unknown,5,None,No,None,None,100%cotton
Vans,Reuse,5,T-shirt,Ladies,100-150,No trend,['Green'],[],Logo print,Unknown,Unknown,5,None,No,None,None,100%cotton
Not Applicable,Reuse,4,Cardigan,Ladies,<50,No trend,['Black'],[],Unknown,Unknown,Unknown,4,None,No,None,None,100%viscose
Soya/soyaconcept,Reuse,4,Blouse,Ladies,<50,No trend,['Blue'],[],Dots,Unknown,Unknown,4,None,No,None,None,100%viscose
H&m,Export,4,Tank Top,Ladies,<50,No trend,['Purple'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,100%viscose
Lager 157,Export,2,Sweater,Ladies,<50,No trend,['White'],[],Unknown,Unknown,Unknown,4,None,Yes,None,None,71%cotton 29%polyester
Not Applicable,Export,3,Cardigan,Ladies,<50,No trend,['White'],[],Unknown,Unknown,Unknown,3,None,No,None,None,71%viscose 29%polyester
H&m,Reuse,4,Dress,Ladies,<50,No trend,['Black'],[],Lace,Unknown,Unknown,4,None,No,None,None,80%cotton 20%wool
Not Applicable,Export,2,Dress,Ladies,<50,No trend,['Blue'],[],Unknown,Unknown,Unknown,2,None,Yes,None,None,100%cotton 
H&m,Reuse,5,Top,Ladies,<50,No trend,['Blue'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%viscose
H&m,Reuse,5,Top,Ladies,<50,No trend,['Green'],[],Unknown,Unknown,Unknown,5,None,No,None,None,100%viscose
Gina Tricot,Export,2,T-shirt,Ladies,<50,No trend,['White'],[],Floral print,Unknown,Unknown,4,None,Yes,None,None,100%cotton
